TOPIC,PMID,OFFSET,LENGTH,Total_PMID,Location
175,9486139,111234,100,1,ajpcell
176,9486140,63930,13366,1,ajpcell
178,9486163,61223,13913,1,ajpendometa
167,9486178,68645,19239,1,ajpgastro
184,9486198,13125,427,1,ajpgastro
184,9486204,55999,1376,1,ajplung
176,9486211,54514,17908,1,ajplung
167,9488662,7903,832,4,jbc-1998
167,9488662,37758,2906,4,jbc-1998
167,9488662,31637,1280,4,jbc-1998
183,9488662,37758,2906,4,jbc-1998
162,9488668,2713,1424,1,jbc-1998
187,9488686,6417,708,19,jbc-1998
187,9488686,18615,1136,19,jbc-1998
187,9488686,46790,424,19,jbc-1998
187,9488686,3771,1383,19,jbc-1998
187,9488686,2086,812,19,jbc-1998
187,9488686,11658,808,19,jbc-1998
187,9488686,49467,19128,19,jbc-1998
187,9488686,39478,985,19,jbc-1998
187,9488686,40490,3252,19,jbc-1998
187,9488686,648,1435,19,jbc-1998
187,9488686,45453,1310,19,jbc-1998
187,9488686,8375,643,19,jbc-1998
187,9488686,0,530,19,jbc-1998
187,9488686,36979,2472,19,jbc-1998
187,9488686,5157,1251,19,jbc-1998
187,9488686,29145,3296,19,jbc-1998
187,9488686,2905,862,19,jbc-1998
187,9488686,7134,1232,19,jbc-1998
187,9488686,49272,192,19,jbc-1998
165,9488694,2131,2806,1,jbc-1998
167,9488696,8109,1774,3,jbc-1998
167,9488696,93853,1123,3,jbc-1998
183,9488696,8109,1774,3,jbc-1998
180,9488700,48601,515,1,jbc-1998
170,9488705,5466,2655,2,jbc-1998
176,9488705,2603,1454,2,jbc-1998
164,9488718,5512,1892,1,jbc-1998
180,9488727,51954,1091,1,jbc-1998
183,9488730,25254,1321,1,jbc-1998
167,9490665,28709,1538,35,blood
167,9490665,18811,788,35,blood
167,9490665,66049,425,35,blood
167,9490665,49525,566,35,blood
167,9490665,37514,1597,35,blood
167,9490665,56677,515,35,blood
167,9490665,32626,2189,35,blood
167,9490665,59876,729,35,blood
167,9490665,7962,536,35,blood
167,9490665,30332,1051,35,blood
167,9490665,6684,1269,35,blood
167,9490665,2514,2068,35,blood
167,9490665,43797,633,35,blood
167,9490665,34838,2653,35,blood
167,9490665,47677,614,35,blood
167,9490665,0,233,35,blood
167,9490665,27443,1181,35,blood
167,9490665,16331,2477,35,blood
167,9490665,58908,333,35,blood
167,9490665,25228,2212,35,blood
167,9490665,31421,1202,35,blood
167,9490665,55577,536,35,blood
167,9490665,63834,584,35,blood
167,9490665,61036,433,35,blood
183,9490665,34838,2653,35,blood
183,9490665,32626,2189,35,blood
183,9490665,59255,607,35,blood
183,9490665,18811,788,35,blood
183,9490665,43797,633,35,blood
183,9490665,42808,966,35,blood
183,9490665,37514,1597,35,blood
183,9490665,39134,3045,35,blood
183,9490665,2514,2068,35,blood
183,9490665,27443,1181,35,blood
183,9490665,6684,1269,35,blood
177,9490721,110180,2201,1,jcb
184,9490732,96373,24410,1,jcb
180,9492013,5169,1754,1,endocrinology
178,9492017,58458,562,2,endocrinology
178,9492017,4609,2854,2,endocrinology
161,9492040,46233,16060,1,endocrinology
178,9492043,45651,3983,1,endocrinology
178,9492058,76658,5193,1,endocrinology
172,9492068,1521,4471,1,endocrinology
178,9492072,50435,14888,1,endocrinology
166,9492074,17237,1721,3,endocrinology
177,9492074,6673,2738,3,endocrinology
177,9492074,61054,17770,3,endocrinology
166,9492075,19871,1744,1,endocrinology
170,9497314,3347,1615,1,jbc-1998
167,9497330,65644,2103,1,jbc-1998
180,9497331,52292,1055,1,jbc-1998
168,9497340,60077,2220,4,jbc-1998
174,9497340,8048,1294,4,jbc-1998
174,9497340,60077,2220,4,jbc-1998
174,9497340,66606,272,4,jbc-1998
162,9497353,6733,1390,1,jbc-1998
166,9497354,6603,4976,1,jbc-1998
173,9497355,33745,1661,2,jbc-1998
175,9497355,23067,2216,2,jbc-1998
172,9497367,63142,513,1,jbc-1998
166,9497379,10834,4638,2,jbc-1998
183,9497379,10834,4638,2,jbc-1998
171,9497386,34766,2578,1,jbc-1998
187,9497397,51894,1149,2,jneuro
187,9497397,68509,3238,2,jneuro
187,9497399,44247,1391,1,jneuro
187,9497404,78348,31292,1,jneuro
187,9497413,0,191,1,jneuro
164,9497417,1815,3361,1,jneuro
166,9497432,15561,6246,1,jneuro
186,9499414,36145,1460,1,humolgen
185,9499416,34501,433,1,humolgen
164,9499423,47430,559,3,humolgen
181,9499423,2297,1366,3,humolgen
181,9499423,44412,488,3,humolgen
185,9499424,22106,1337,1,humolgen
170,9499426,40624,557,5,humolgen
176,9499426,1414,1670,5,humolgen
176,9499426,0,1011,5,humolgen
176,9499426,3087,2203,5,humolgen
176,9499426,41184,478,5,humolgen
183,9499428,25350,625,1,humolgen
165,9499429,43824,423,1,humolgen
164,9499430,0,1618,4,humolgen
164,9499430,22166,341,4,humolgen
164,9499430,3521,1379,4,humolgen
164,9499430,19349,1308,4,humolgen
170,9500786,94809,633,5,jexpmed
176,9500786,31976,2703,5,jexpmed
176,9500786,94809,633,5,jexpmed
176,9500786,88556,3052,5,jexpmed
176,9500786,12043,681,5,jexpmed
171,9500795,56595,21538,1,jexpmed
169,9500798,5955,630,1,jexpmed
185,9506777,1678,1597,2,jclinicalendometa
187,9506777,1678,1597,2,jclinicalendometa
179,9506979,85342,171,1,jbc-1998
178,9506989,0,863,1,jbc-1998
178,9507032,8899,1532,1,jbc-1998
179,9512550,17662,1095,2,nar
179,9512550,2103,655,2,nar
181,9512551,25309,2068,1,nar
179,9514150,43300,4592,6,molendo
179,9514150,14581,2423,6,molendo
179,9514150,38512,4785,6,molendo
179,9514150,7416,1182,6,molendo
179,9514150,575,2738,6,molendo
179,9514150,30171,562,6,molendo
175,9514156,68284,61,1,molendo
164,9514159,84141,28533,2,molendo
164,9514159,71466,2980,2,molendo
170,9514162,0,224,9,molendo
170,9514162,54988,517,9,molendo
170,9514162,8070,1519,9,molendo
170,9514162,49965,1470,9,molendo
170,9514162,514,3144,9,molendo
170,9514162,9592,910,9,molendo
170,9514162,43087,3153,9,molendo
170,9514162,10505,3023,9,molendo
170,9514162,48287,1675,9,molendo
171,9516135,78459,306,1,blood
166,9516147,81313,615,2,blood
166,9516147,82343,980,2,blood
177,9516196,25914,1095,1,jappliedphysio
185,9516206,54771,14619,1,jappliedphysio
177,9516210,9701,1168,1,jappliedphysio
166,9516407,6332,1684,1,jbc-1998
176,9516408,7581,2293,1,jbc-1998
180,9516449,7176,2330,1,jbc-1998
164,9516453,22671,2569,1,jbc-1998
160,9516475,6316,578,3,jbc-1998
165,9516475,59725,1419,3,jbc-1998
165,9516475,3097,1829,3,jbc-1998
183,9516483,2854,1374,1,jbc-1998
162,9518499,835,1565,1,nar
170,9524141,76136,1422,3,jgenphysio
176,9524141,4968,1152,3,jgenphysio
176,9524141,1881,1415,3,jgenphysio
170,9524197,5317,3196,2,jhistocyto
176,9524197,5317,3196,2,jhistocyto
172,9525868,40588,438,1,jbc-1998
168,9525870,2610,1537,8,jbc-1998
168,9525870,21569,1236,8,jbc-1998
168,9525870,5537,1514,8,jbc-1998
168,9525870,40267,852,8,jbc-1998
168,9525870,0,806,8,jbc-1998
174,9525870,2610,1537,8,jbc-1998
174,9525870,8802,1826,8,jbc-1998
174,9525870,5537,1514,8,jbc-1998
183,9525920,90065,2513,1,jbc-1998
170,9525943,10424,3246,1,jbc-1998
165,9525955,9190,1526,1,jbc-1998
179,9525968,66732,969,1,jbc-1998
177,9528925,51807,24544,1,endocrinology
177,9528926,8165,1658,1,endocrinology
185,9528928,48995,1960,1,endocrinology
178,9528944,6522,1266,1,endocrinology
178,9528953,55947,1776,1,endocrinology
180,9528960,58323,1934,1,endocrinology
187,9528966,30512,1132,1,endocrinology
164,9528980,28375,4352,6,endocrinology
164,9528980,50672,1398,6,endocrinology
164,9528980,5824,4229,6,endocrinology
164,9528980,52544,866,6,endocrinology
171,9528980,50672,1398,6,endocrinology
171,9528980,28375,4352,6,endocrinology
162,9528982,73837,2824,1,endocrinology
167,9528999,55757,1915,1,endocrinology
176,9529003,4278,1785,1,endocrinology
171,9529321,70905,28935,1,jexpmed
176,9529331,21900,592,1,jexpmed
187,9530092,58363,19110,1,ajpcell
170,9530103,3886,183,2,ajpcell
176,9530103,64125,18241,2,ajpcell
173,9530110,3808,102,1,ajpcell
170,9530112,82204,12198,5,ajpcell
170,9530112,2656,1521,5,ajpcell
176,9530112,34003,2703,5,ajpcell
176,9530112,2656,1521,5,ajpcell
176,9530112,5763,1588,5,ajpcell
176,9530114,5007,2135,1,ajpcell
177,9530138,6644,1438,1,ajpendometa
179,9530159,36155,989,1,ajpgastro
170,9530164,72830,19782,3,ajplung
176,9530164,5727,799,3,ajplung
176,9530164,72830,19782,3,ajplung
174,9531558,81762,1374,1,jcb
179,9531596,59739,3078,1,blood
171,9531599,2185,1449,1,blood
177,9531604,79753,971,1,blood
170,9535824,23716,1010,2,jbc-1998
176,9535824,23716,1010,2,jbc-1998
183,9535827,13777,1779,1,jbc-1998
173,9535841,55110,866,1,jbc-1998
174,9535861,2027,1689,2,jbc-1998
181,9535861,71382,866,2,jbc-1998
181,9535906,13854,166,4,jbc-1998
181,9535906,3719,1119,4,jbc-1998
181,9535906,42065,1401,4,jbc-1998
186,9535906,64585,585,4,jbc-1998
165,9535920,6236,1277,1,jbc-1998
180,9535927,7043,1371,1,jbc-1998
187,9535934,72323,35474,1,jneuro
187,9535943,74003,678,1,jneuro
160,9535949,50363,1856,9,jneuro
187,9535949,102974,1853,9,jneuro
187,9535949,87278,4117,9,jneuro
187,9535949,116031,3622,9,jneuro
187,9535949,104850,2282,9,jneuro
187,9535949,128269,21947,9,jneuro
187,9535949,95129,1866,9,jneuro
187,9535949,12127,3140,9,jneuro
187,9535949,1810,2987,9,jneuro
187,9535969,47389,2019,1,jneuro
187,9535977,83372,35456,2,jneuro
187,9535977,1729,2375,2,jneuro
181,9536080,488,1140,8,humolgen
181,9536080,8242,797,8,humolgen
181,9536080,28621,483,8,humolgen
181,9536080,2828,1884,8,humolgen
181,9536080,16472,1355,8,humolgen
181,9536080,0,115,8,humolgen
181,9536080,1725,1094,8,humolgen
181,9536080,4784,2067,8,humolgen
181,9536081,39809,558,4,humolgen
181,9536081,0,159,4,humolgen
181,9536081,1688,1707,4,humolgen
181,9536081,3494,745,4,humolgen
181,9536082,47129,521,2,humolgen
181,9536082,2040,891,2,humolgen
182,9536085,55008,475,2,humolgen
182,9536085,30702,2120,2,humolgen
161,9536099,1999,637,7,humolgen
161,9536099,0,122,7,humolgen
161,9536099,24135,514,7,humolgen
165,9536099,1999,637,7,humolgen
165,9536099,2725,855,7,humolgen
165,9536099,0,122,7,humolgen
186,9536099,5928,1942,7,humolgen
161,9536100,2802,1789,9,humolgen
161,9536100,0,147,9,humolgen
161,9536100,17190,1334,9,humolgen
165,9536100,0,147,9,humolgen
165,9536100,2802,1789,9,humolgen
165,9536100,1146,1567,9,humolgen
165,9536100,22575,528,9,humolgen
186,9536100,21718,297,9,humolgen
186,9536100,0,147,9,humolgen
185,9543121,9526,357,1,jclinicalendometa
179,9544984,8483,2208,1,molendo
166,9545258,43850,1835,1,jbc-1998
162,9545309,11158,1501,2,jbc-1998
176,9545309,7041,1414,2,jbc-1998
184,9545322,11870,2360,1,jbc-1998
177,9545333,49299,1645,1,jbc-1998
166,9545335,8549,1647,1,jbc-1998
178,9545345,0,503,9,jbc-1998
178,9545345,40155,432,9,jbc-1998
178,9545345,5600,1200,9,jbc-1998
178,9545345,68434,1464,9,jbc-1998
178,9545345,72802,1201,9,jbc-1998
178,9545345,2288,1922,9,jbc-1998
178,9545345,28724,1813,9,jbc-1998
178,9545345,32944,1353,9,jbc-1998
178,9545345,9780,1103,9,jbc-1998
179,9547266,37204,566,8,nar
179,9547266,37779,997,8,nar
179,9547266,13293,1111,8,nar
179,9547266,602,1095,8,nar
179,9547266,11179,1120,8,nar
179,9547266,12484,806,8,nar
179,9547266,14407,2080,8,nar
179,9547266,1786,324,8,nar
165,9547267,25663,1392,4,nar
165,9547267,33329,1553,4,nar
177,9547267,33329,1553,4,nar
179,9547267,33329,1553,4,nar
171,9547331,73446,34421,2,jexpmed
171,9547331,68599,955,2,jexpmed
171,9547343,59133,1358,1,jexpmed
187,9548721,58072,896,1,jcb
185,9548723,48985,2127,1,jcb
161,9548726,75927,22867,1,jcb
172,9553069,6226,1572,1,jbc-1998
182,9553082,9078,1262,1,jbc-1998
161,9553108,7563,439,3,jbc-1998
165,9553108,91987,1137,3,jbc-1998
186,9553108,7563,439,3,jbc-1998
177,9553122,66233,2389,1,jbc-1998
176,9553138,71195,571,1,jbc-1998
163,9556553,43538,2066,6,jbc-1998
163,9556553,27281,2146,6,jbc-1998
163,9556553,48943,527,6,jbc-1998
169,9556553,820,1326,6,jbc-1998
169,9556553,43538,2066,6,jbc-1998
169,9556553,48943,527,6,jbc-1998
179,9556573,67961,1475,1,jbc-1998
173,9556580,6562,1561,1,jbc-1998
166,9556595,3230,2045,1,jbc-1998
178,9556602,5442,2249,1,jbc-1998
185,9556607,6215,1445,1,jbc-1998
177,9558375,54120,1603,13,blood
177,9558375,13808,1280,13,blood
184,9558375,39850,3038,13,blood
184,9558375,55746,1167,13,blood
184,9558375,28530,2215,13,blood
184,9558375,2018,1378,13,blood
184,9558375,50274,687,13,blood
184,9558375,841,1174,13,blood
184,9558375,38727,1078,13,blood
184,9558375,8708,1095,13,blood
184,9558375,33660,3168,13,blood
184,9558375,36831,1811,13,blood
184,9558375,44531,1782,13,blood
171,9558387,61316,552,1,blood
166,9564829,14038,5555,2,endocrinology
180,9564829,4757,2341,2,endocrinology
164,9564841,6787,815,3,endocrinology
171,9564841,6787,815,3,endocrinology
171,9564841,35968,3052,3,endocrinology
178,9564845,1132,4993,1,endocrinology
161,9564847,45447,15673,1,endocrinology
178,9564850,70561,23984,1,endocrinology
177,9565541,22409,711,4,ajpgastro
184,9565541,39137,16888,4,ajpgastro
184,9565541,34792,2000,4,ajpgastro
184,9565541,22409,711,4,ajpgastro
169,9565566,35575,2045,1,jbc-1998
177,9565575,56001,4640,1,jbc-1998
178,9565599,531,109,1,jbc-1998
164,9565604,62979,2390,1,jbc-1998
166,9565605,5077,960,2,jbc-1998
166,9565605,73656,556,2,jbc-1998
176,9565615,63526,2770,3,jbc-1998
176,9565615,2238,1861,3,jbc-1998
176,9565615,66323,1521,3,jbc-1998
178,9565625,0,583,1,jbc-1998
160,9565627,6495,865,5,jbc-1998
160,9565627,5611,875,5,jbc-1998
160,9565627,2004,2217,5,jbc-1998
181,9565627,42408,1420,5,jbc-1998
186,9565627,42408,1420,5,jbc-1998
184,9565637,2705,2368,1,jexpmed
170,9566965,91058,20853,1,jcb
169,9566975,13281,2789,2,jcb
169,9566975,129136,38164,2,jcb
177,9572817,41203,1226,2,jappliedphysio
184,9572817,41203,1226,2,jappliedphysio
177,9572819,48163,1860,14,jappliedphysio
177,9572819,37961,1649,14,jappliedphysio
177,9572819,46113,2023,14,jappliedphysio
177,9572819,34167,1788,14,jappliedphysio
177,9572819,21145,1622,14,jappliedphysio
184,9572819,37961,1649,14,jappliedphysio
184,9572819,12906,644,14,jappliedphysio
184,9572819,44356,1625,14,jappliedphysio
184,9572819,29055,1089,14,jappliedphysio
184,9572819,53452,1868,14,jappliedphysio
184,9572819,8843,2133,14,jappliedphysio
184,9572819,48163,1860,14,jappliedphysio
184,9572819,21145,1622,14,jappliedphysio
184,9572819,34167,1788,14,jappliedphysio
181,9575137,5458,899,1,jbc-1998
180,9575150,39455,1092,3,jbc-1998
180,9575150,6055,993,3,jbc-1998
180,9575150,37296,2128,3,jbc-1998
167,9575153,5588,1015,2,jbc-1998
176,9575153,36404,2419,2,jbc-1998
173,9575166,26273,15942,2,jbc-1998
173,9575166,70940,2712,2,jbc-1998
172,9575175,63202,2862,1,jbc-1998
183,9575181,30184,2099,1,jbc-1998
186,9575187,99974,4676,3,jbc-1998
186,9575187,2239,4404,3,jbc-1998
186,9575187,8052,2102,3,jbc-1998
172,9575197,8828,1722,1,jbc-1998
161,9575200,6056,1007,7,jbc-1998
186,9575200,54083,657,7,jbc-1998
186,9575200,2891,1756,7,jbc-1998
186,9575200,8982,1571,7,jbc-1998
186,9575200,42903,1362,7,jbc-1998
186,9575200,50402,1710,7,jbc-1998
186,9575200,6056,1007,7,jbc-1998
170,9575788,65222,3274,1,ajpcell
187,9575793,5199,1113,1,ajpcell
178,9575821,41434,967,1,ajpendometa
170,9575838,47373,2130,1,ajpendometa
178,9575867,67305,22001,1,ajplung
183,9575875,54302,13454,1,ajplung
173,9575881,12960,1958,1,ajplung
170,9575940,4900,59,1,ajpheart
182,9580658,87261,389,1,humolgen
181,9580659,63950,648,2,humolgen
181,9580659,62604,469,2,humolgen
181,9580663,2611,3124,1,humolgen
180,9580670,30664,471,1,humolgen
185,9580683,29331,1074,1,nar
169,9580695,20732,1795,1,nar
166,9580699,14187,1517,6,nar
166,9580699,7711,279,6,nar
166,9580699,35733,2182,6,nar
166,9580699,4804,1222,6,nar
166,9580699,2136,1035,6,nar
166,9580699,686,1361,6,nar
171,9580705,2384,2275,7,nar
179,9580705,46982,828,7,nar
179,9580705,12641,1703,7,nar
179,9580705,15844,552,7,nar
179,9580705,2384,2275,7,nar
179,9580705,10597,209,7,nar
179,9580705,745,1550,7,nar
177,9582228,35657,3169,1,jneuro
174,9582293,2336,2462,1,jbc-1998
164,9582300,6401,1155,3,jbc-1998
164,9582300,48355,1046,3,jbc-1998
164,9582300,7565,987,3,jbc-1998
166,9582309,7626,2122,1,jbc-1998
178,9582324,0,937,6,jbc-1998
178,9582324,11768,1757,6,jbc-1998
178,9582324,63471,863,6,jbc-1998
178,9582324,39525,2681,6,jbc-1998
178,9582324,2573,1810,6,jbc-1998
178,9582324,18468,729,6,jbc-1998
170,9582335,5206,803,1,jbc-1998
172,9582339,28962,1045,8,jbc-1998
172,9582339,21522,4491,8,jbc-1998
172,9582339,54494,4508,8,jbc-1998
172,9582339,35664,1992,8,jbc-1998
172,9582339,37687,3050,8,jbc-1998
172,9582339,45499,2607,8,jbc-1998
172,9582339,48109,2410,8,jbc-1998
172,9582339,7564,1534,8,jbc-1998
166,9582355,26265,2718,1,jbc-1998
174,9582357,38221,1697,1,jbc-1998
160,9582363,46952,612,1,jbc-1998
165,9582384,6662,3199,2,jbc-1998
165,9582384,64636,869,2,jbc-1998
184,9584135,53277,24992,1,jexpmed
176,9584137,81690,2179,1,jexpmed
171,9584139,56861,2716,4,jexpmed
171,9584139,43708,1821,4,jexpmed
171,9584139,5139,1458,4,jexpmed
171,9584139,19383,3460,4,jexpmed
172,9584145,68191,25021,1,jexpmed
176,9585408,2446,1134,2,jcb
176,9585408,64200,2945,2,jcb
185,9585418,38391,1979,1,jcb
161,9585419,110356,25860,2,jcb
161,9585419,110114,238,2,jcb
186,9585420,6362,2940,2,jcb
186,9585420,92694,518,2,jcb
171,9585425,12047,2008,1,jcb
178,9589630,57807,30644,1,jclinicalendometa
184,9592143,30697,3566,1,nar
179,9592157,29711,1013,3,nar
179,9592157,1926,1272,3,nar
179,9592157,27646,2056,3,nar
175,9592159,24418,1183,1,nar
177,9593669,20366,2821,1,jbc-1998
171,9593676,6117,2239,1,jbc-1998
165,9593678,7374,1212,1,jbc-1998
167,9593706,3122,1334,26,jbc-1998
167,9593706,5846,1422,26,jbc-1998
167,9593706,46386,1502,26,jbc-1998
167,9593706,39860,1354,26,jbc-1998
167,9593706,51235,702,26,jbc-1998
167,9593706,1684,1435,26,jbc-1998
167,9593706,36915,1523,26,jbc-1998
167,9593706,43284,1766,26,jbc-1998
167,9593706,33982,1446,26,jbc-1998
167,9593706,42530,727,26,jbc-1998
167,9593706,32010,1941,26,jbc-1998
167,9593706,9638,572,26,jbc-1998
167,9593706,53731,406,26,jbc-1998
167,9593706,49370,1396,26,jbc-1998
167,9593706,0,1225,26,jbc-1998
183,9593706,32010,1941,26,jbc-1998
183,9593706,46386,1502,26,jbc-1998
183,9593706,3122,1334,26,jbc-1998
183,9593706,33982,1446,26,jbc-1998
183,9593706,42530,727,26,jbc-1998
183,9593706,47915,1428,26,jbc-1998
183,9593706,27801,2223,26,jbc-1998
183,9593706,5846,1422,26,jbc-1998
183,9593706,36915,1523,26,jbc-1998
183,9593706,39860,1354,26,jbc-1998
183,9593706,45077,1282,26,jbc-1998
178,9593710,84732,521,1,jbc-1998
173,9593728,31536,1670,2,jbc-1998
173,9593728,48904,197,2,jbc-1998
167,9593733,66437,3298,1,jbc-1998
165,9593736,7435,1624,4,jbc-1998
165,9593736,5502,1924,4,jbc-1998
165,9593736,50061,378,4,jbc-1998
165,9593736,2698,1504,4,jbc-1998
187,9593738,55414,1429,3,jbc-1998
187,9593738,52971,2439,3,jbc-1998
187,9593738,56847,1678,3,jbc-1998
162,9593739,7939,1675,2,jbc-1998
162,9593739,5395,2535,2,jbc-1998
161,9593752,5841,3538,3,jbc-1998
166,9593752,5841,3538,3,jbc-1998
186,9593752,5841,3538,3,jbc-1998
182,9593755,6428,2160,5,jbc-1998
182,9593755,14365,1636,5,jbc-1998
182,9593755,3289,1749,5,jbc-1998
182,9593755,64163,1152,5,jbc-1998
182,9593755,30987,2090,5,jbc-1998
170,9593757,7437,985,2,jbc-1998
176,9593757,7437,985,2,jbc-1998
167,9596658,61185,2311,1,blood
161,9603784,40822,404,1,jhistocyto
175,9603912,34480,2532,3,jbc-1998
175,9603912,2017,1691,3,jbc-1998
175,9603912,74631,762,3,jbc-1998
176,9603917,62050,190,1,jbc-1998
179,9605924,39341,1882,1,molendo
178,9605931,769,3704,1,molendo
169,9605938,516,3280,2,molendo
175,9605938,3799,4793,2,molendo
181,9606203,6534,984,8,jcb
181,9606203,997,1288,8,jcb
181,9606203,5109,1398,8,jcb
181,9606203,67406,15007,8,jcb
181,9606203,12602,1426,8,jcb
181,9606203,2288,1347,8,jcb
181,9606203,3639,1467,8,jcb
181,9606203,9608,1610,8,jcb
161,9607774,1172,3034,2,endocrinology
161,9607774,4209,4220,2,endocrinology
173,9607779,52680,23005,1,endocrinology
178,9607811,13392,1224,1,endocrinology
171,9607924,58025,1300,2,jexpmed
171,9607924,37934,2027,2,jexpmed
173,9607933,226874,28313,1,jgenphysio
176,9609738,5127,1914,2,ajplung
176,9609738,55536,14335,2,ajplung
177,9609795,49613,1370,4,jappliedphysio
184,9609795,27591,4093,4,jappliedphysio
184,9609795,49613,1370,4,jappliedphysio
184,9609795,1850,2413,4,jappliedphysio
173,9609804,60440,1229,2,jappliedphysio
173,9609804,75570,14991,2,jappliedphysio
165,9611161,3628,252,1,ajpendometa
184,9612209,39857,817,2,ajpcell
184,9612209,93755,20741,2,ajpcell
176,9612228,98809,16913,1,ajpcell
179,9612241,58882,3699,1,ajpendometa
185,9612257,1717,851,1,ajpgastro
177,9612285,83602,22370,1,ajplung
165,9612397,4794,829,2,ajpheart
165,9612397,36578,9799,2,ajpheart
187,9614074,38106,1271,2,jbc-1998
187,9614074,54669,1673,2,jbc-1998
178,9614078,5631,2608,1,jbc-1998
187,9614121,55757,1298,1,jbc-1998
181,9616134,44157,1339,3,blood
181,9616134,29024,454,3,blood
181,9616134,2344,2537,3,blood
173,9616174,16505,2455,1,blood
164,9618166,14308,5440,1,humolgen
162,9618178,70079,5742,2,humolgen
186,9618178,70079,5742,2,humolgen
161,9624107,6579,1658,1,jbc-1998
173,9624109,40220,2680,2,jbc-1998
173,9624109,2487,2717,2,jbc-1998
179,9624119,2051,1755,1,jbc-1998
183,9624137,10724,3973,1,jbc-1998
183,9624145,52096,2944,1,jbc-1998
169,9624153,10816,1806,1,jbc-1998
162,9626130,0,466,1,jclinicalendometa
164,9628887,68909,2465,1,jcb
162,9628897,6345,2297,1,jcb
169,9628900,154977,29113,1,jcb
177,9628922,34564,889,1,nar
183,9632739,2405,2188,4,jhistocyto
183,9632739,27981,4063,4,jhistocyto
183,9632739,32047,2970,4,jhistocyto
183,9632739,24238,1403,4,jhistocyto
164,9636090,109583,1803,1,jneuro
187,9636105,73165,25886,1,jneuro
180,9639527,7781,2002,1,blood
180,9642248,39682,2425,1,jbc-1998
169,9642258,58994,1846,3,jbc-1998
177,9642258,61900,1351,3,jbc-1998
177,9642258,8453,1369,3,jbc-1998
176,9642271,104912,2563,1,jbc-1998
177,9642289,2105,2541,15,jbc-1998
177,9642289,44219,2542,15,jbc-1998
177,9642289,41135,1141,15,jbc-1998
177,9642289,52590,1206,15,jbc-1998
184,9642289,67810,1263,15,jbc-1998
184,9642289,63625,1259,15,jbc-1998
184,9642289,66489,1294,15,jbc-1998
184,9642289,9602,1275,15,jbc-1998
184,9642289,25130,1364,15,jbc-1998
184,9642289,2105,2541,15,jbc-1998
184,9642289,42279,1909,15,jbc-1998
184,9642289,32600,831,15,jbc-1998
184,9642289,44219,2542,15,jbc-1998
184,9642289,41135,1141,15,jbc-1998
184,9642289,35061,2241,15,jbc-1998
177,9642299,15347,1268,1,jbc-1998
177,9645687,14083,1474,2,endocrinology
184,9645687,14083,1474,2,endocrinology
177,9645706,67387,22659,1,endocrinology
164,9647642,5389,1467,3,jcb
164,9647642,6859,1967,3,jcb
171,9647642,97763,27539,3,jcb
187,9647652,76825,20731,1,jcb
176,9649581,100995,158,1,jgenphysio
166,9649628,2124,644,1,nar
172,9651310,18482,5208,1,jbc-1998
165,9651338,8007,1681,1,jbc-1998
178,9651339,2742,1750,2,jbc-1998
178,9651339,9410,437,2,jbc-1998
178,9651351,59814,1324,1,jbc-1998
178,9651371,2017,1994,1,jbc-1998
178,9651377,430,109,1,jbc-1998
178,9651379,5655,526,1,jbc-1998
179,9651383,42559,3981,3,jbc-1998
179,9651383,61698,4253,3,jbc-1998
179,9651383,65955,1553,3,jbc-1998
183,9651399,39695,1222,1,jbc-1998
171,9653094,69119,31566,1,jexpmed
172,9653098,51558,18019,1,jexpmed
173,9655692,41538,11873,1,ajpgastro
175,9655794,224614,29789,1,jappliedphysio
177,9657755,63551,1371,1,blood
184,9657775,9653,747,1,blood
181,9657778,562,3299,1,blood
187,9658033,52868,26049,1,jneuro
187,9658049,98046,29771,1,jneuro
187,9658056,7392,3269,2,jneuro
187,9658056,107853,53954,2,jneuro
179,9658405,43645,899,3,molendo
179,9658405,42514,1128,3,molendo
179,9658405,66785,23373,3,molendo
179,9658407,46477,3821,2,molendo
179,9658407,679,2904,2,molendo
160,9660755,5869,414,1,jbc-1998
173,9660807,10889,497,1,jbc-1998
178,9660809,2147,2089,1,jbc-1998
166,9660815,7181,1757,1,jbc-1998
177,9668071,50147,1181,1,jbc-1998
184,9668079,41445,1719,3,jbc-1998
184,9668079,78227,2067,3,jbc-1998
184,9668079,56602,2361,3,jbc-1998
181,9668110,48399,1473,7,jbc-1998
181,9668110,55019,2086,7,jbc-1998
181,9668110,2789,1802,7,jbc-1998
181,9668110,5981,465,7,jbc-1998
181,9668110,8298,1328,7,jbc-1998
181,9668110,30062,1921,7,jbc-1998
181,9668110,64664,2111,7,jbc-1998
179,9668124,7213,1770,1,jbc-1998
181,9668171,46583,470,2,humolgen
181,9668171,22895,1054,2,humolgen
171,9670048,55629,2440,1,jexpmed
183,9671445,44123,570,1,jhistocyto
175,9671809,27762,2089,2,nar
175,9671809,22077,4460,2,nar
166,9671816,20351,1166,1,nar
187,9677350,20714,1991,1,jbc-1998
170,9677365,4991,919,1,jbc-1998
163,9677376,59417,2151,2,jbc-1998
181,9677376,10174,1847,2,jbc-1998
170,9677412,5689,1974,2,jbc-1998
176,9677412,5689,1974,2,jbc-1998
166,9679135,31504,3071,2,jcb
184,9679135,87290,1843,2,jcb
176,9679136,22986,1459,1,jcb
176,9679137,7350,1771,3,jcb
176,9679137,85176,1632,3,jcb
